Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Study.type,MetaRef,Reference,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments,Method_comments,Location,Lat,Long
1923,Actitis macularia,Actitis macularius,Aves,Scolopacidae,Dispersal,Natal,Distance,146700,m,Maximum,NA,NA,NA,Single observation,Mark-recapture,Individual,5,NA,NA,NA,Flying,477,g,NA,Male,NA,Carnivore,Metastudy,Sutherland et al. 2000,Oring et al. 1997,"Oring, L. W., E. M. Gray, and J. M. Reed. 1997. Spotted  Sandpiper, Actitis macularia. In A. Poole and F. Gill,  editors. The Birds of North America. Number 289. Academy  of Natural Sciences, Philadelphia, Pennsylvania, USA, and  American Ornithologists' Union, Washington, D.C., USA.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Couldn't find reference - Assuming ringing?,NA,NA,NA
1925,Numenius phaeopus,Numenius phaeopus,Aves,Scolopacidae,Dispersal,Natal,Distance,1630,m,Maximum,NA,NA,NA,Single observation,Mark-recapture,Individual,NA,NA,NA,NA,Flying,360,g,NA,Male,NA,Omnivore,Metastudy,Sutherland et al. 2000,Skeel and Mallory 1996,"Skeel, M. A., and E. Mallory. 1996. Whimbrel, Numenius  phaeopus. In A. Poole and F. Gill, editors. The Birds of  North America. Number 219. Academy of Natural Sciences,  Philadelphia, Pennsylvania, USA, and American  Ornithologists' Union, Washington, D.C., USA.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Couldn't find reference - Assuming ringing?,NA,NA,NA
1926,Recurvirostra americana,Recurvirostra americana,Aves,Recurvirostridae,Dispersal,Natal,Distance,19400,m,Maximum,NA,NA,NA,Single observation,Mark-recapture,Individual,3,NA,NA,NA,Flying,320,g,NA,Female,NA,Omnivore,Metastudy,Sutherland et al. 2000,Robinson and Oring 1997,"Robinson, J. A., and L. W. Oring. 1997. Natal and  breeding dispersal in American Avocets. Auk 114: 416-430.",https://doi.org/10.2307/4089243,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1927,Charadrius melodus,Charadrius melodus,Aves,Charadriidae,Dispersal,Natal,Distance,596000,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,34,NA,NA,NA,Flying,552,g,NA,Male,NA,Carnivore,Metastudy,Sutherland et al. 2000,Haig and Oring 1988,"Haig, S. M., and L. W. Oring. 1988. Distribution and  dispersal in the Piping Plover. Auk 105: 630-638.",https://www.jstor.org/stable/4087375,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Banded,NA,NA,NA
1928,Charadrius melodus,Charadrius melodus,Aves,Charadriidae,Dispersal,Natal,Distance,11800,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,34,NA,NA,NA,Flying,552,g,NA,Male,NA,Carnivore,Metastudy,Sutherland et al. 2000,Haig and Oring 1988,"Haig, S. M., and L. W. Oring. 1988. Distribution and  dispersal in the Piping Plover. Auk 105: 630-638.",https://www.jstor.org/stable/4087375,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1929,Charadrius melodus,Charadrius melodus,Aves,Charadriidae,Dispersal,Natal,Distance,146000,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,34,NA,NA,NA,Flying,552,g,NA,Female,NA,Carnivore,Metastudy,Sutherland et al. 2000,Haig and Oring 1988,"Haig, S. M., and L. W. Oring. 1988. Distribution and  dispersal in the Piping Plover. Auk 105: 630-638.",https://www.jstor.org/stable/4087375,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1931,Larus delawarensis,Larus delawarensis,Aves,Laridae,Dispersal,Natal,Distance,700000,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,2427,NA,NA,NA,Flying,570,g,NA,Male,NA,Omnivore,Metastudy,Sutherland et al. 2000,Gabrey 1996,"Gabrey, S. W. 1996. Migration and dispersal in Great  Lakes Ring-billed and Herring Gulls. Journal of Field  Ornithology 67: 327-339.",https://www.jstor.org/stable/4514114,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Banded,NA,NA,NA
1932,Larus delawarensis,Larus delawarensis,Aves,Laridae,Dispersal,Natal,Distance,98000,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,2427,NA,NA,NA,Flying,570,g,NA,Male,NA,Omnivore,Metastudy,Sutherland et al. 2000,Gabrey 1996,"Gabrey, S. W. 1996. Migration and dispersal in Great  Lakes Ring-billed and Herring Gulls. Journal of Field  Ornithology 67: 327-339.",https://www.jstor.org/stable/4514114,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1937,Larus fuscus,Larus fuscus,Aves,Laridae,Dispersal,Natal,Distance,202000,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,1836,NA,NA,NA,Flying,710,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Paradis et al. 1998,"Paradis, E., S. R. Baillie, W. J. Sutherland, and R. D.  Gregory. 1998. Patterns of natal and breeding dispersal in  birds. Journal of Animal Ecology 67: 518-536.",https:/doi.org/10.1046/j.1365-2656.1998.00215.x,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1938,Larus fuscus,Larus fuscus,Aves,Laridae,Dispersal,Natal,Distance,42000,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,1836,NA,NA,NA,Flying,710,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Paradis et al. 1998,"Paradis, E., S. R. Baillie, W. J. Sutherland, and R. D.  Gregory. 1998. Patterns of natal and breeding dispersal in  birds. Journal of Animal Ecology 67: 518-536.",https:/doi.org/10.1046/j.1365-2656.1998.00215.x,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1939,Columba palumbus,Columba palumbus,Aves,Columbidae,Dispersal,Natal,Distance,150000,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,751,NA,NA,NA,Flying,490,g,NA,Both,NA,Omnivore,Metastudy,Sutherland et al. 2000,Paradis et al. 1998,"Paradis, E., S. R. Baillie, W. J. Sutherland, and R. D.  Gregory. 1998. Patterns of natal and breeding dispersal in  birds. Journal of Animal Ecology 67: 518-536.",https:/doi.org/10.1046/j.1365-2656.1998.00215.x,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1940,Columba palumbus,Columba palumbus,Aves,Columbidae,Dispersal,Natal,Distance,4000,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,751,NA,NA,NA,Flying,490,g,NA,Both,NA,Omnivore,Metastudy,Sutherland et al. 2000,Paradis et al. 1998,"Paradis, E., S. R. Baillie, W. J. Sutherland, and R. D.  Gregory. 1998. Patterns of natal and breeding dispersal in  birds. Journal of Animal Ecology 67: 518-536.",https:/doi.org/10.1046/j.1365-2656.1998.00215.x,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1941,Zenaida macroura,Zenaida macroura,Aves,Columbidae,Dispersal,Natal,Distance,4800,m,Maximum,NA,NA,NA,Single observation,Mark-recapture,Individual,NA,NA,NA,NA,Flying,123,g,NA,Male,NA,Herbivore,Metastudy,Sutherland et al. 2000,Tomlinson et al. 1960,"Tomlinson, R. E., H. M. Wight, and T. S. Baskett. 1960.  Migrational homing, local movement, and mortality of  mourning doves in Missouri. Pages 253-267 in Transactions  of the 25th North American Wildlife Conference (Dallas,  Texas, USA, 1960). Wildlife Management Institute,  Washington, D.C., USA.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Couldn't find reference - Summer banding programme,NA,NA,NA
1947,Strix aluco,Strix aluco,Aves,Strigidae,Dispersal,Natal,Distance,22400,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,9,NA,NA,NA,Flying,454,g,NA,Male,NA,Carnivore,Metastudy,Sutherland et al. 2000,Southern 1970,"Southern, H.N. (1970), The natural control of a population of Tawny owls (Strix aluco). Journal of Zoology, 162: 197-285.",https://doi.org/10.1111/j.1469-7998.1970.tb01264.x,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Marked individuals,NA,NA,NA
1948,Strix aluco,Strix aluco,Aves,Strigidae,Dispersal,Natal,Distance,4000,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,9,NA,NA,NA,Flying,454,g,NA,Male,NA,Carnivore,Metastudy,Sutherland et al. 2000,Southern 1970,"Southern, H.N. (1970), The natural control of a population of Tawny owls (Strix aluco). Journal of Zoology, 162: 197-285.",https://doi.org/10.1111/j.1469-7998.1970.tb01264.x,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1950,Strix aluco,Strix aluco,Aves,Strigidae,Dispersal,Natal,Distance,4000,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,9,NA,NA,NA,Flying,478,g,NA,Female,NA,Carnivore,Metastudy,Sutherland et al. 2000,Southern 1970,"Southern, H.N. (1970), The natural control of a population of Tawny owls (Strix aluco). Journal of Zoology, 162: 197-285.",https://doi.org/10.1111/j.1469-7998.1970.tb01264.x,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1951,Strix nebulosa,Strix nebulosa,Aves,Strigidae,Dispersal,Natal,Distance,50000,m,Maximum,NA,NA,NA,Single observation,Mark-recapture,Individual,21,NA,NA,NA,Flying,790,g,NA,Male,NA,Carnivore,Metastudy,Sutherland et al. 2000,Bull and Duncan 1993,"Bull, E. L., and J. R. Duncan. 1993. Great Gray Owl, Strix  nebulosa. In A. Poole and F. Gill, editors. The Birds of  North America. Number 41. Academy of Natural Sciences,  Philadelphia, Pennsylvania, USA, and American  Ornithologists' Union, Washington, D.C., USA.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Couldn't find reference - Can we assume ringed?,NA,NA,NA
1957,Speotyto cunicularia,Speotyto cunicularia,Aves,Strigidae,Dispersal,Natal,Distance,30000,m,Maximum,NA,NA,NA,Single observation,Mark-recapture,Individual,NA,NA,NA,NA,Flying,150,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Haug et al. 1993,"Haug, E. A., B. A. Millsap, and M. S. Martell. 1993.  Burrowing Owl, Speotyto cunicularia. In A. Poole and F.  Gill, editors. The Birds of North America. Number 61.  Academy of Natural Sciences, Philadelphia, Pennsylvania,  USA, and American Ornithologists' Union, Washington,  D.C., USA.",https://www.sjgov.org/commdev/cgi-bin/cdyn.exe/file/Planning/EIR%20Schulte%20Road%20Logistics%20Center/Reference%20Materials%20(DEIR)-%2014800%20W.%20Schulte%20Road%20Logistics%20Center/Haug%201993_The%20Burrowing%20Owl.pdf,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Banding recoveries,NA,NA,NA
1962,Bubo virginianus,Bubo virginianus,Aves,Strigidae,Dispersal,Natal,Distance,1305000,m,Maximum,NA,NA,NA,Single observation,Unknown,Individual,111,NA,NA,NA,Flying,1154,g,NA,Male,NA,Carnivore,Metastudy,Sutherland et al. 2000,Adamcik and Keith 1978,"Adamcik, R. S., and L. B. Keith. 1978. Regional movements and mortality of great horned owls in relation to snowshoe hare fluctuations. Canadian Field-Naturalist 92:228-234.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Couldn't find reference,NA,NA,NA
1964,Picoides borealis,Picoides borealis,Aves,Picidae,Dispersal,Natal,Distance,90000,m,Maximum,NA,NA,NA,Single observation,Mark-recapture,Individual,NA,NA,NA,NA,Flying,44,g,NA,Both,NA,Omnivore,Metastudy,Sutherland et al. 2000,Jackson 1994,"Jackson, J. A. 1994. Red-cockaded Woodpecker, Picoides  borealis. In A. Poole and F. Gill, editors. The Birds of North  America. Number 85. Academy of Natural Sciences,  Philadelphia, Pennsylvania, USA, and American  Ornithologists' Union, Washington, D.C., USA.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Couldn't find reference - Can we assume ringed?,NA,NA,NA
1965,Dryocopus pileatus,Dryocopus pileatus,Aves,Picidae,Dispersal,Natal,Distance,32000,m,Maximum,NA,NA,NA,Single observation,Mark-recapture,Individual,8,NA,NA,NA,Flying,310,g,NA,Male,NA,Omnivore,Metastudy,Sutherland et al. 2000,Bull and Jackson 1995,"Bull, E. L., and J. A. Jackson. 1995. Pileated Woodpecker,  Dryocopus pileatus. In A. Poole and F. Gill, editors. The Birds of North America. Number 148. Academy of Natural  Sciences, Philadelphia, Pennsylvania, USA, and American  Ornithologists' Union, Washington, D.C., USA",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Couldn't find reference,NA,NA,NA
1967,Hirundo fulva,Hirundo fulva,Aves,Hirundinidae,Dispersal,Natal,Distance,30000,m,Maximum,NA,NA,NA,Single observation,Mark-recapture,Individual,NA,NA,NA,NA,Flying,20,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,West 1995,"West, S. 1995. Cave Swallow, Hirundo fulva. In A. Poole  and F. Gill, editors. The Birds of North America. Number  141. Academy of Natural Sciences, Philadelphia,  Pennsylvania, USA, and American Ornithologists' Union,  Washington, D.C., USA.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Couldn't find reference - Assuming ringing?,NA,NA,NA
1968,Hirundo rustica,Hirundo rustica,Aves,Hirundinidae,Dispersal,Natal,Distance,8100,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Cross-study,7,NA,NA,NA,Flying,190,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Shields 1982,"Shields, W. M. 1982. Optimal inbreeding and the evolution  of philopatry. Pages 132-159 in I. R. Swingland and P. J.  Greenwood, editors. The ecology of animal movement. Oxford University Press, Oxford, UK.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,Can't find reference - should we delete? This was also with  Allen & Nice,NA,NA,NA,NA
1969,Hirundo rustica,Hirundo rustica,Aves,Hirundinidae,Dispersal,Natal,Distance,6400,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Cross-study,7,NA,NA,NA,Flying,190,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Shields 1982,"Shields, W. M. 1982. Optimal inbreeding and the evolution  of philopatry. Pages 132-159 in I. R. Swingland and P. J.  Greenwood, editors. The ecology of animal movement. Oxford University Press, Oxford, UK.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1970,Iridoprocne bicolor,Iridoprocne bicolor,Aves,Hirundinidae,Dispersal,Natal,Distance,6400,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,41,NA,NA,NA,Flying,20,g,NA,Both,NA,Omnivore,Metastudy,Sutherland et al. 2000,Chapman 1955,"Chapman, L. B. 1955. Studies of a tree swallow colony.  Bird-Banding 26: 45-70.",https://sora.unm.edu/sites/default/files/journals/jfo/v006n02/p0045-p0057.pdf,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,"His data indicate a wide dispersal of the nestlings. Twenty-one marked as fledglings returned to their ""native districts"" to breed",NA,NA,NA
1971,Iridoprocne bicolor,Iridoprocne bicolor,Aves,Hirundinidae,Dispersal,Natal,Distance,1000,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,41,NA,NA,NA,Flying,20,g,NA,Both,NA,Omnivore,Metastudy,Sutherland et al. 2000,Chapman 1955,"Chapman, L. B. 1955. Studies of a tree swallow colony.  Bird-Banding 26: 45-70.",https://sora.unm.edu/sites/default/files/journals/jfo/v006n02/p0045-p0057.pdf,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1972,Riparia riparia,Riparia riparia,Aves,Hirundinidae,Dispersal,Natal,Distance,144000,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,2046,NA,NA,NA,Flying,15,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Mead 1979,"Mead, C. J. 1979. Colony fidelity and interchange in the  sand martin. Bird Study 26: 99-106.",https://doi.org/10.1080/00063657909476625,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Ringing,NA,NA,NA
1973,Riparia riparia,Riparia riparia,Aves,Hirundinidae,Dispersal,Natal,Distance,6000,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,2046,NA,NA,NA,Flying,15,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Mead 1979,"Mead, C. J. 1979. Colony fidelity and interchange in the  sand martin. Bird Study 26: 99-106.",https://doi.org/10.1080/00063657909476625,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1974,Progne subis,Progne subis,Aves,Hirundinidae,Dispersal,Natal,Distance,322000,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,46,NA,NA,NA,Flying,49,g,NA,Both,NA,Omnivore,Metastudy,Sutherland et al. 2000,Allen and Nice 1952,"Allen, R. W., and M. M. Nice. 1952. A study of the breeding biology of the purple martin (Progne subis). American Midland Naturalist 47: 606-645.",https://doi.org/10.2307/2422034,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Long-distance recoveries,NA,NA,NA
1975,Progne subis,Progne subis,Aves,Hirundinidae,Dispersal,Natal,Distance,40000,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,46,NA,NA,NA,Flying,49,g,NA,Both,NA,Omnivore,Metastudy,Sutherland et al. 2000,Allen and Nice 1952,"Allen, R. W., and M. M. Nice. 1952. A study of the breeding biology of the purple martin (Progne subis). American Midland Naturalist 47: 606-645.",https://doi.org/10.2307/2422034,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Not sure how they calculated median,NA,NA,NA
1976,Delichon urbica,Delichon urbicum,Aves,Hirundinidae,Dispersal,Natal,Distance,4300,m,Maximum,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,49,NA,NA,NA,Flying,20,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Rheinwald 1975,"Rheinwald, G. 1975. The pattern of settling distances in a  population of House Martins Delichon urbica. Ardea 63:  136-145.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Couldn't find reference - Assumed ringing?,NA,NA,NA
1977,Delichon urbica,Delichon urbicum,Aves,Hirundinidae,Dispersal,Natal,Distance,30,m,Median,NA,NA,NA,Distance-density distribution,Mark-recapture,Single study,49,NA,NA,NA,Flying,20,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Rheinwald 1975,"Rheinwald, G. 1975. The pattern of settling distances in a  population of House Martins Delichon urbica. Ardea 63:  136-145.",NA,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1978,Aphelocoma coerulescens,Aphelocoma coerulescens,Aves,Corvidae,Dispersal,Natal,Distance,1100,m,Maximum,NA,NA,NA,Distance-density distribution,Unknown,Single study,38,NA,NA,NA,Flying,80,g,NA,Male,NA,Herbivore,Metastudy,Sutherland et al. 2000,Woolfenden and Fitzpatrick 1978,"Woolfenden, G. E., and J. W. Fitzpatrick. 1978. The  inheritance of territory in group-breeding birds. BioScience 28: 104-108.",https://doi.org/10.2307/1307423,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Methods not clear - assuming ringing,NA,NA,NA
1979,Aphelocoma coerulescens,Aphelocoma coerulescens,Aves,Corvidae,Dispersal,Natal,Distance,700,m,Median,NA,NA,NA,Distance-density distribution,Unknown,Single study,38,NA,NA,NA,Flying,80,g,NA,Male,NA,Herbivore,Metastudy,Sutherland et al. 2000,Woolfenden and Fitzpatrick 1978,"Woolfenden, G. E., and J. W. Fitzpatrick. 1978. The  inheritance of territory in group-breeding birds. BioScience 28: 104-108.",https://doi.org/10.2307/1307423,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1980,Aphelocoma coerulescens,Aphelocoma coerulescens,Aves,Corvidae,Dispersal,Natal,Distance,1800,m,Maximum,NA,NA,NA,Distance-density distribution,Unknown,Single study,32,NA,NA,NA,Flying,80,g,NA,Female,NA,Herbivore,Metastudy,Sutherland et al. 2000,Woolfenden and Fitzpatrick 1978,"Woolfenden, G. E., and J. W. Fitzpatrick. 1978. The  inheritance of territory in group-breeding birds. BioScience 28: 104-108.",https://doi.org/10.2307/1307423,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1981,Aphelocoma coerulescens,Aphelocoma coerulescens,Aves,Corvidae,Dispersal,Natal,Distance,300,m,Median,NA,NA,NA,Distance-density distribution,Unknown,Single study,32,NA,NA,NA,Flying,80,g,NA,Female,NA,Herbivore,Metastudy,Sutherland et al. 2000,Woolfenden and Fitzpatrick 1978,"Woolfenden, G. E., and J. W. Fitzpatrick. 1978. The  inheritance of territory in group-breeding birds. BioScience 28: 104-108.",https://doi.org/10.2307/1307423,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,NA,NA,NA,NA
1982,Malurus splendens,Malurus splendens,Aves,Maluridae,Dispersal,Natal,Distance,2400,m,Maximum,NA,NA,NA,Distance-density distribution,Direct observation,Single study,94,NA,NA,NA,Flying,10,g,NA,Both,NA,Carnivore,Metastudy,Sutherland et al. 2000,Russell and Rowley 1993,"Russell, E. M., and I. Rowley. 1993. Philopatry and dispersal: competition for territory vacancies in the splendid fairy-wren Malurus splendens. Animal Behaviour 45: 519- 539.",https://doi.org/10.1006/anbe.1993.1063,NA,Sutherland et al. 2000,Inferred from Class:  Aves,NA,NA,Observational data,NA,NA,NA
