Event.ID,Species.ID,Species_ID_gbif,Class_gbif,Family_gbif,Movement.type,Movement.sub.type,Movement.Measure,Value,Units,Statistic,Variance,Variance_type,Grouping.level,Sampling.method,New.Sampling.Method,Aggregation.level,N,Speed.continuous..y.n.,Temporal.scale.interval,Inference.method,Movement.Mode,Movement.Medium,Body.mass,Body.mass.Units,Body.mass.measured..y.n.,Sex,Lifestage,Diet,Location,Lat,Long,Study.type,MetaRef,Reference,Reference.code,Reference.full,Reference.DOI,Body.Mass.Ref,Body.mass.source,Movement.Mode.Ref,Diet.Ref,Comments_from_Ref,Method_comments,Jana_comments,"Class_gbif == ""Aves""",is.na(Class_gbif),Source
1925,Numenius phaeopus,Numenius phaeopus,Aves,Scolopacidae,Dispersal,Natal,Distance,1630,m,Maximum,NA,,NA,Single observation,Unknown,Individual,NA,,NA,NA,Flying,Aerial,360,g,,Male,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Skeel and Mallory 1996,NA,"Skeel, M. A., and E. Mallory. 1996. Whimbrel, Numenius  phaeopus. In A. Poole and F. Gill, editors. The Birds of  North America. Number 219. Academy of Natural Sciences,  Philadelphia, Pennsylvania, USA, and American  Ornithologists' Union, Washington, D.C., USA.",,,,Inferred from Class:  Aves,,,Couldn't find reference - Assuming ringing?,NA,TRUE,FALSE,NA
1926,Recurvirostra americana,Recurvirostra americana,Aves,Recurvirostridae,Dispersal,Natal,Distance,19400,m,Maximum,NA,,NA,Single observation,Unknown,Individual,3,,NA,NA,Flying,Aerial,320,g,,Female,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Robinson and Oring 1997,NA,"Robinson, J. A., and L. W. Oring. 1997. Natal and  breeding dispersal in American Avocets. Auk 114: 416-430.",https://doi.org/10.2307/4089243,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1927,Charadrius melodus,Charadrius melodus,Aves,Charadriidae,Dispersal,Natal,Distance,596000,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,34,,NA,NA,Flying,Aerial,552,g,,Male,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Haig and Oring 1988,NA,"Haig, S. M., and L. W. Oring. 1988. Distribution and  dispersal in the Piping Plover. Auk 105: 630-638.",https://www.jstor.org/stable/4087375,,,Inferred from Class:  Aves,,,Banded,NA,TRUE,FALSE,NA
1928,Charadrius melodus,Charadrius melodus,Aves,Charadriidae,Dispersal,Natal,Distance,11800,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,34,,NA,NA,Flying,Aerial,552,g,,Male,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Haig and Oring 1988,NA,"Haig, S. M., and L. W. Oring. 1988. Distribution and  dispersal in the Piping Plover. Auk 105: 630-638.",https://www.jstor.org/stable/4087375,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1929,Charadrius melodus,Charadrius melodus,Aves,Charadriidae,Dispersal,Natal,Distance,146000,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,34,,NA,NA,Flying,Aerial,552,g,,Female,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Haig and Oring 1988,NA,"Haig, S. M., and L. W. Oring. 1988. Distribution and  dispersal in the Piping Plover. Auk 105: 630-638.",https://www.jstor.org/stable/4087375,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1931,Larus delawarensis,Larus delawarensis,Aves,Laridae,Dispersal,Natal,Distance,700000,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,2427,,NA,NA,Flying,Aerial,570,g,,Male,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Gabrey 1996,NA,"Gabrey, S. W. 1996. Migration and dispersal in Great  Lakes Ring-billed and Herring Gulls. Journal of Field  Ornithology 67: 327-339.  ",https://www.jstor.org/stable/4514114,,,Inferred from Class:  Aves,,,Banded,NA,TRUE,FALSE,NA
1932,Larus delawarensis,Larus delawarensis,Aves,Laridae,Dispersal,Natal,Distance,98000,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,2427,,NA,NA,Flying,Aerial,570,g,,Male,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Gabrey 1996,NA,"Gabrey, S. W. 1996. Migration and dispersal in Great  Lakes Ring-billed and Herring Gulls. Journal of Field  Ornithology 67: 327-339.  ",https://www.jstor.org/stable/4514114,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1937,Larus fuscus,Larus fuscus,Aves,Laridae,Dispersal,Natal,Distance,202000,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,1836,,NA,NA,Flying,Aerial,710,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Paradis et al. 1998,NA,"Paradis, E., S. R. Baillie, W. J. Sutherland, and R. D.  Gregory. 1998. Patterns of natal and breeding dispersal in  birds. Journal of Animal Ecology 67: 518-536.  ",https:/doi.org/10.1046/j.1365-2656.1998.00215.x,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1938,Larus fuscus,Larus fuscus,Aves,Laridae,Dispersal,Natal,Distance,42000,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,1836,,NA,NA,Flying,Aerial,710,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Paradis et al. 1998,NA,"Paradis, E., S. R. Baillie, W. J. Sutherland, and R. D.  Gregory. 1998. Patterns of natal and breeding dispersal in  birds. Journal of Animal Ecology 67: 518-536.  ",https:/doi.org/10.1046/j.1365-2656.1998.00215.x,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1939,Columba palumbus,Columba palumbus,Aves,Columbidae,Dispersal,Natal,Distance,150000,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,751,,NA,NA,Flying,Aerial,490,g,,Both,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Paradis et al. 1998,NA,"Paradis, E., S. R. Baillie, W. J. Sutherland, and R. D.  Gregory. 1998. Patterns of natal and breeding dispersal in  birds. Journal of Animal Ecology 67: 518-536.  ",https:/doi.org/10.1046/j.1365-2656.1998.00215.x,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1940,Columba palumbus,Columba palumbus,Aves,Columbidae,Dispersal,Natal,Distance,4000,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,751,,NA,NA,Flying,Aerial,490,g,,Both,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Paradis et al. 1998,NA,"Paradis, E., S. R. Baillie, W. J. Sutherland, and R. D.  Gregory. 1998. Patterns of natal and breeding dispersal in  birds. Journal of Animal Ecology 67: 518-536.  ",https:/doi.org/10.1046/j.1365-2656.1998.00215.x,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1941,Zenaida macroura,Zenaida macroura,Aves,Columbidae,Dispersal,Natal,Distance,4800,m,Maximum,NA,,NA,Single observation,Unknown,Individual,NA,,NA,NA,Flying,Aerial,123,g,,Male,,Herbivore,,,,Metastudy,Sutherland et al. 2000,Tomlinson et al. 1960,NA,"Tomlinson, R. E., H. M. Wight, and T. S. Baskett. 1960.  Migrational homing, local movement, and mortality of  mourning doves in Missouri. Pages 253-267 in Transactions  of the 25th North American Wildlife Conference (Dallas,  Texas, USA, 1960). Wildlife Management Institute,  Washington, D.C., USA.",,,,Inferred from Class:  Aves,,,Couldn't find reference - Summer banding programme,NA,TRUE,FALSE,NA
1947,Strix aluco,Strix aluco,Aves,Strigidae,Dispersal,Natal,Distance,22400,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,9,,NA,NA,Flying,Aerial,454,g,,Male,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Southern 1970,NA,"Southern, H.N. (1970), The natural control of a population of Tawny owls (Strix aluco). Journal of Zoology, 162: 197-285.",https://doi.org/10.1111/j.1469-7998.1970.tb01264.x,,,Inferred from Class:  Aves,,,Marked individuals,NA,TRUE,FALSE,NA
1948,Strix aluco,Strix aluco,Aves,Strigidae,Dispersal,Natal,Distance,4000,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,9,,NA,NA,Flying,Aerial,454,g,,Male,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Southern 1970,NA,"Southern, H.N. (1970), The natural control of a population of Tawny owls (Strix aluco). Journal of Zoology, 162: 197-285.",https://doi.org/10.1111/j.1469-7998.1970.tb01264.x,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1950,Strix aluco,Strix aluco,Aves,Strigidae,Dispersal,Natal,Distance,4000,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,9,,NA,NA,Flying,Aerial,478,g,,Female,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Southern 1970,NA,"Southern, H.N. (1970), The natural control of a population of Tawny owls (Strix aluco). Journal of Zoology, 162: 197-285.",https://doi.org/10.1111/j.1469-7998.1970.tb01264.x,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1951,Strix nebulosa,Strix nebulosa,Aves,Strigidae,Dispersal,Natal,Distance,50000,m,Maximum,NA,,NA,Single observation,Unknown,Individual,21,,NA,NA,Flying,Aerial,790,g,,Male,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Bull and Duncan 1993,NA,"Bull, E. L., and J. R. Duncan. 1993. Great Gray Owl, Strix  nebulosa. In A. Poole and F. Gill, editors. The Birds of  North America. Number 41. Academy of Natural Sciences,  Philadelphia, Pennsylvania, USA, and American  Ornithologists' Union, Washington, D.C., USA.  ",,,,Inferred from Class:  Aves,,,Couldn't find reference - Can we assume ringed?,NA,TRUE,FALSE,NA
1957,Speotyto cunicularia,Speotyto cunicularia,Aves,Strigidae,Dispersal,Natal,Distance,30000,m,Maximum,NA,,NA,Single observation,Unknown,Individual,NA,,NA,NA,Flying,Aerial,150,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Haug et al. 1993,NA,"Haug, E. A., B. A. Millsap, and M. S. Martell. 1993.  Burrowing Owl, Speotyto cunicularia. In A. Poole and F.  Gill, editors. The Birds of North America. Number 61.  Academy of Natural Sciences, Philadelphia, Pennsylvania,  USA, and American Ornithologists' Union, Washington,  D.C., USA. ",https://www.sjgov.org/commdev/cgi-bin/cdyn.exe/file/Planning/EIR%20Schulte%20Road%20Logistics%20Center/Reference%20Materials%20(DEIR)-%2014800%20W.%20Schulte%20Road%20Logistics%20Center/Haug%201993_The%20Burrowing%20Owl.pdf,,,Inferred from Class:  Aves,,,Banding recoveries,NA,TRUE,FALSE,NA
1962,Bubo virginianus,Bubo virginianus,Aves,Strigidae,Dispersal,Natal,Distance,1305000,m,Maximum,NA,,NA,Single observation,Unknown,Individual,111,,NA,NA,Flying,Aerial,1154,g,,Male,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Adamcik and Keith 1978,NA,"Adamcik, R. S., and L. B. Keith. 1978. Regional movements and mortality of great horned owls in relation to snowshoe hare fluctuations. Canadian Field-Naturalist 92:228-234.",,,,Inferred from Class:  Aves,,,Couldn't find reference,NA,TRUE,FALSE,NA
1964,Picoides borealis,Picoides borealis,Aves,Picidae,Dispersal,Natal,Distance,90000,m,Maximum,NA,,NA,Single observation,Unknown,Individual,NA,,NA,NA,Flying,Aerial,44,g,,Both,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Jackson 1994,NA,"Jackson, J. A. 1994. Red-cockaded Woodpecker, Picoides  borealis. In A. Poole and F. Gill, editors. The Birds of North  America. Number 85. Academy of Natural Sciences,  Philadelphia, Pennsylvania, USA, and American  Ornithologists' Union, Washington, D.C., USA.  ",,,,Inferred from Class:  Aves,,,Couldn't find reference - Can we assume ringed?,NA,TRUE,FALSE,NA
1965,Dryocopus pileatus,Dryocopus pileatus,Aves,Picidae,Dispersal,Natal,Distance,32000,m,Maximum,NA,,NA,Single observation,Unknown,Individual,8,,NA,NA,Flying,Aerial,310,g,,Male,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Bull and Jackson 1995,NA,"Bull, E. L., and J. A. Jackson. 1995. Pileated Woodpecker,  Dryocopus pileatus. In A. Poole and F. Gill, editors. The Birds of North America. Number 148. Academy of Natural  Sciences, Philadelphia, Pennsylvania, USA, and American  Ornithologists' Union, Washington, D.C., USA",,,,Inferred from Class:  Aves,,,Couldn't find reference,NA,TRUE,FALSE,NA
1967,Hirundo fulva,Hirundo fulva,Aves,Hirundinidae,Dispersal,Natal,Distance,30000,m,Maximum,NA,,NA,Single observation,Unknown,Individual,NA,,NA,NA,Flying,Aerial,20,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,West 1995,NA,"West, S. 1995. Cave Swallow, Hirundo fulva. In A. Poole  and F. Gill, editors. The Birds of North America. Number  141. Academy of Natural Sciences, Philadelphia,  Pennsylvania, USA, and American Ornithologists' Union,  Washington, D.C., USA.  ",,,,Inferred from Class:  Aves,,,Couldn't find reference - Assuming ringing?,NA,TRUE,FALSE,NA
1968,Hirundo rustica,Hirundo rustica,Aves,Hirundinidae,Dispersal,Natal,Distance,8100,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Cross-study,7,,NA,NA,Flying,Aerial,190,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Shields 1982,NA,"Shields, W. M. 1982. Optimal inbreeding and the evolution  of philopatry. Pages 132-159 in I. R. Swingland and P. J.  Greenwood, editors. The ecology of animal movement. Oxford University Press, Oxford, UK.",,,,Inferred from Class:  Aves,,Can't find reference - should we delete? This was also with  Allen & Nice,NA,NA,TRUE,FALSE,NA
1969,Hirundo rustica,Hirundo rustica,Aves,Hirundinidae,Dispersal,Natal,Distance,6400,m,Median,NA,,NA,Distance-density distribution,Unknown,Cross-study,7,,NA,NA,Flying,Aerial,190,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Shields 1982,NA,"Shields, W. M. 1982. Optimal inbreeding and the evolution  of philopatry. Pages 132-159 in I. R. Swingland and P. J.  Greenwood, editors. The ecology of animal movement. Oxford University Press, Oxford, UK.",,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1970,Iridoprocne bicolor,Iridoprocne bicolor,Aves,Hirundinidae,Dispersal,Natal,Distance,6400,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,41,,NA,NA,Flying,Aerial,20,g,,Both,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Chapman 1955,NA,"Chapman, L. B. 1955. Studies of a tree swallow colony.  Bird-Banding 26: 45-70.",https://sora.unm.edu/sites/default/files/journals/jfo/v006n02/p0045-p0057.pdf,,,Inferred from Class:  Aves,,,"His data indicate a wide dispersal of the nestlings. Twenty-one marked as fledglings returned to their ""native districts"" to breed",NA,TRUE,FALSE,NA
1971,Iridoprocne bicolor,Iridoprocne bicolor,Aves,Hirundinidae,Dispersal,Natal,Distance,1000,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,41,,NA,NA,Flying,Aerial,20,g,,Both,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Chapman 1955,NA,"Chapman, L. B. 1955. Studies of a tree swallow colony.  Bird-Banding 26: 45-70.",https://sora.unm.edu/sites/default/files/journals/jfo/v006n02/p0045-p0057.pdf,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1972,Riparia riparia,Riparia riparia,Aves,Hirundinidae,Dispersal,Natal,Distance,144000,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,2046,,NA,NA,Flying,Aerial,15,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Mead 1979,NA,"Mead, C. J. 1979. Colony fidelity and interchange in the  sand martin. Bird Study 26: 99-106.  ",https://doi.org/10.1080/00063657909476625,,,Inferred from Class:  Aves,,,Ringing,NA,TRUE,FALSE,NA
1973,Riparia riparia,Riparia riparia,Aves,Hirundinidae,Dispersal,Natal,Distance,6000,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,2046,,NA,NA,Flying,Aerial,15,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Mead 1979,NA,"Mead, C. J. 1979. Colony fidelity and interchange in the  sand martin. Bird Study 26: 99-106.  ",https://doi.org/10.1080/00063657909476625,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1974,Progne subis,Progne subis,Aves,Hirundinidae,Dispersal,Natal,Distance,322000,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,46,,NA,NA,Flying,Aerial,49,g,,Both,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Allen and Nice 1952,NA,"Allen, R. W., and M. M. Nice. 1952. A study of the breeding biology of the purple martin (Progne subis). American Midland Naturalist 47: 606-645.",https://doi.org/10.2307/2422034,,,Inferred from Class:  Aves,,,Long-distance recoveries,NA,TRUE,FALSE,NA
1975,Progne subis,Progne subis,Aves,Hirundinidae,Dispersal,Natal,Distance,40000,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,46,,NA,NA,Flying,Aerial,49,g,,Both,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Allen and Nice 1952,NA,"Allen, R. W., and M. M. Nice. 1952. A study of the breeding biology of the purple martin (Progne subis). American Midland Naturalist 47: 606-645.",https://doi.org/10.2307/2422034,,,Inferred from Class:  Aves,,,Not sure how they calculated median,NA,TRUE,FALSE,NA
1976,Delichon urbica,Delichon urbicum,Aves,Hirundinidae,Dispersal,Natal,Distance,4300,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,49,,NA,NA,Flying,Aerial,20,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Rheinwald 1975,NA,"Rheinwald, G. 1975. The pattern of settling distances in a  population of House Martins Delichon urbica. Ardea 63:  136-145.  ",,,,Inferred from Class:  Aves,,,Couldn't find reference - Assumed ringing?,NA,TRUE,FALSE,NA
1977,Delichon urbica,Delichon urbicum,Aves,Hirundinidae,Dispersal,Natal,Distance,30,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,49,,NA,NA,Flying,Aerial,20,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Rheinwald 1975,NA,"Rheinwald, G. 1975. The pattern of settling distances in a  population of House Martins Delichon urbica. Ardea 63:  136-145.  ",NA,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1978,Aphelocoma coerulescens,Aphelocoma coerulescens,Aves,Corvidae,Dispersal,Natal,Distance,1100,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,38,,NA,NA,Flying,Aerial,80,g,,Male,,Herbivore,,,,Metastudy,Sutherland et al. 2000,Woolfenden and Fitzpatrick 1978,NA,"Woolfenden, G. E., and J. W. Fitzpatrick. 1978. The  inheritance of territory in group-breeding birds. BioScience 28: 104-108.  ",https://doi.org/10.2307/1307423,,,Inferred from Class:  Aves,,,Methods not clear - assuming ringing,NA,TRUE,FALSE,NA
1979,Aphelocoma coerulescens,Aphelocoma coerulescens,Aves,Corvidae,Dispersal,Natal,Distance,700,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,38,,NA,NA,Flying,Aerial,80,g,,Male,,Herbivore,,,,Metastudy,Sutherland et al. 2000,Woolfenden and Fitzpatrick 1978,NA,"Woolfenden, G. E., and J. W. Fitzpatrick. 1978. The  inheritance of territory in group-breeding birds. BioScience 28: 104-108.  ",https://doi.org/10.2307/1307423,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1980,Aphelocoma coerulescens,Aphelocoma coerulescens,Aves,Corvidae,Dispersal,Natal,Distance,1800,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,32,,NA,NA,Flying,Aerial,80,g,,Female,,Herbivore,,,,Metastudy,Sutherland et al. 2000,Woolfenden and Fitzpatrick 1978,NA,"Woolfenden, G. E., and J. W. Fitzpatrick. 1978. The  inheritance of territory in group-breeding birds. BioScience 28: 104-108.  ",https://doi.org/10.2307/1307423,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1981,Aphelocoma coerulescens,Aphelocoma coerulescens,Aves,Corvidae,Dispersal,Natal,Distance,300,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,32,,NA,NA,Flying,Aerial,80,g,,Female,,Herbivore,,,,Metastudy,Sutherland et al. 2000,Woolfenden and Fitzpatrick 1978,NA,"Woolfenden, G. E., and J. W. Fitzpatrick. 1978. The  inheritance of territory in group-breeding birds. BioScience 28: 104-108.  ",https://doi.org/10.2307/1307423,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1982,Malurus splendens,Malurus splendens,Aves,Maluridae,Dispersal,Natal,Distance,2400,m,Maximum,NA,,NA,Distance-density distribution,Unknown,Single study,94,,NA,NA,Flying,Aerial,10,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Russell and Rowley 1993,NA,"Russell, E. M., and I. Rowley. 1993. Philopatry and dispersal: competition for territory vacancies in the splendid fairy-wren Malurus splendens. Animal Behaviour 45: 519- 539.",https://doi.org/10.1006/anbe.1993.1063,,,Inferred from Class:  Aves,,,Observational data ,NA,TRUE,FALSE,NA
1983,Malurus splendens,Malurus splendens,Aves,Maluridae,Dispersal,Natal,Distance,200,m,Median,NA,,NA,Distance-density distribution,Unknown,Single study,94,,NA,NA,Flying,Aerial,10,g,,Both,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Russell and Rowley 1993,NA,"Russell, E. M., and I. Rowley. 1993. Philopatry and dispersal: competition for territory vacancies in the splendid fairy-wren Malurus splendens. Animal Behaviour 45: 519- 539.",https://doi.org/10.1006/anbe.1993.1063,,,Inferred from Class:  Aves,,,NA,NA,TRUE,FALSE,NA
1984,Gymnorhinus cyanocephalus,Gymnorhinus cyanocephalus,Aves,Corvidae,Dispersal,Natal,Distance,640000,m,Maximum,NA,,NA,Single observation,Unknown,Individual,1064,,NA,NA,Flying,Aerial,103,g,,Both,,Omnivore,,,,Metastudy,Sutherland et al. 2000,Marzluff and Balda 1989,NA,"Marzluff, J. M., and R. P. Balda. 1989. Causes and  consequences of female-biased dispersal in a flock-living  bird, the Pinyon Jay. Ecology 70: 316-328.  ",https://doi.org/10.2307/1937536,,,Inferred from Class:  Aves,,,Colour banded,NA,TRUE,FALSE,NA
1985,Sayornis nigricans,Sayornis nigricans,Aves,Tyrannidae,Dispersal,Natal,Distance,34400,m,Maximum,NA,,NA,Single observation,Unknown,Individual,33,,NA,NA,Flying,Aerial,20,g,,Male,,Carnivore,,,,Metastudy,Sutherland et al. 2000,Wolf 1997,NA,"Wolf, B. O. 1997. Black Phoebe, Sayornis nigricans. In A.  Poole and F. Gill, editors. The Birds of North America. Number 268. Academy of Natural Sciences, Philadelphia,  Pennsylvania, USA, and American Ornithologists' Union,  Washington, D.C., USA.  ",,,,Inferred from Class:  Aves,,,Couldn't find reference - Can we assume ringing ,NA,TRUE,FALSE,NA
